GS099,Teal,EC,6.90 x 3.61 mm,0.60 ct,Unheated,Mada,$300/ct,Case 1A - Wholesale,
GS099,Teal,EC,6.90 x 3.61 mm,0.60 ct,Unheated,Mada,$270/ct,Case 1A - Trade Show,
GS099,Teal,EC,6.90 x 3.61 mm,0.60 ct,Unheated,Mada,$320/ct,Case 1A - Rep,
GS100,Green,EC,7.06 x 3.09 mm,0.49 ct,Unheated,Mada,$300/ct,Case 1A - Wholesale,
GS100,Green,EC,7.06 x 3.09 mm,0.49 ct,Unheated,Mada,$270/ct,Case 1A - Trade Show,
GS100,Green,EC,7.06 x 3.09 mm,0.49 ct,Unheated,Mada,$320/ct,Case 1A - Rep,
GS102,Teal,EC,5.56 x 3.98 mm,0.65 ct,Unheated,Mada,$275/ct,Case 1B - Wholesale,
GS102,Teal,EC,5.56 x 3.98 mm,0.65 ct,Unheated,Mada,$245/ct,Case 1B - Trade Show,
GS102,Teal,EC,5.56 x 3.98 mm,0.65 ct,Unheated,Mada,$295/ct,Case 1B - Rep,
GS103,Green,EC,5.45 x 4.88 mm,0.70 ct,Unheated,Mada,$300/ct,Case 1B - Wholesale,
GS103,Green,EC,5.45 x 4.88 mm,0.70 ct,Unheated,Mada,$270/ct,Case 1B - Trade Show,
GS103,Green,EC,5.45 x 4.88 mm,0.70 ct,Unheated,Mada,$320/ct,Case 1B - Rep,
GS104,Teal,EC,5.09 x 4.87 mm,0.69 ct,Unheated,Mada,$200/ct,Case 1B - Wholesale,
GS104,Teal,EC,5.09 x 4.87 mm,0.71 ct,Unheated,Mada,$180/ct,Case 1B - Trade Show,
GS104,Teal,EC,5.09 x 4.87 mm,0.71 ct,Unheated,Mada,$215/ct,Case 1B - Rep,
GS105,Teal,EC,6.13 x 4.29 mm,0.69 ct,Unheated,Mada,$250/ct,Case 1B - Wholesale,
GS105,Teal,EC,6.13 x 4.29 mm,0.69 ct,Unheated,Mada,$225/ct,Case 1B - Trade Show,
GS105,Teal,EC,6.13 x 4.29 mm,0.69 ct,Unheated,Mada,$270/ct,Case 1B - Rep,
GS106,Green,EC,4.71 x 4.69 mm,0.60 ct,Unheated,Mada,$200/ct,Case 1B - Wholesale,
GS106,Green,EC,4.71 x 4.69 mm,0.60 ct,Unheated,Mada,$180/ct,Case 1B - Trade Show,
GS106,Green,EC,4.71 x 4.69 mm,0.60 ct,Unheated,Mada,$215/ct,Case 1B - Rep,
GS107,Teal,EC,6.57 x 3.87 mm,0.78 ct,Unheated,Mada,$275/ct,Case 1A - Wholesale,
GS107,Teal,EC,6.57 x 3.87 mm,0.78 ct,Unheated,Mada,$245/ct,Case 1A - Trade Show,
GS107,Teal,EC,6.57 x 3.87 mm,0.78 ct,Unheated,Mada,$295/ct,Case 1A - Rep,
GS108,Teal,EC,6.93 x 5.02 mm,1.00 ct,Unheated,Mada,$360/ct,Case 1A - Trade Show,
GS108,Teal,EC,6.93 x 5.02 mm,1.00 ct,Unheated,Mada,$430/ct,Case 1A - Rep,
GS109,Green,EC,5.16 x 5.02 mm,0.79 ct,Unheated,Mada,$300/ct,Case 1B - Wholesale,
GS109,Green,EC,5.16 x 5.02 mm,0.79 ct,Unheated,Mada,$270/ct,Case 1B - Trade Show,
GS109,Green,EC,5.16 x 5.02 mm,0.79 ct,Unheated,Mada,$320/ct,Case 1B - Rep,
GS110,Green,EC,5.81 x 5.57 mm,1.00 ct,Unheated,Mada,$325/ct,Case 1B - Wholesale,
GS110,Green,EC,5.81 x 5.57 mm,1.00 ct,Unheated,Mada,$290/ct,Case 1B - Trade Show,
GS110,Green,EC,5.81 x 5.57 mm,1.00 ct,Unheated,Mada,$350/ct,Case 1B - Rep,
GS111,Teal,EC,6.55 x 4.40 mm,0.86 ct,Unheated,Mada,$300/ct,Case 1A - Wholesale,
GS111,Teal,EC,6.55 x 4.40 mm,0.86 ct,Unheated,Mada,$270/ct,Case 1A - Trade Show,
GS111,Teal,EC,6.55 x 4.40 mm,0.86 ct,Unheated,Mada,$320/ct,Case 1A - Rep,
GS112,BI,EC,6.04 x 4.23 mm,0.73 ct,Unheated,Mada,$280/ct,Case 1B - Wholesale,
GS112,BI,EC,6.04 x 4.23 mm,0.73 ct,Unheated,Mada,$250/ct,Case 1B - Trade Show,
